         601965921 function calls (599366529 primitive calls) in 540.396 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 zipfile.py:256(_EndRecData)
        5    0.000    0.000    0.000    0.000 blocks.py:1992(_can_hold_element)
        2    0.000    0.000    0.000    0.000 zipfile.py:1809(close)
       15    0.000    0.000    0.000    0.000 frozen.py:76(__eq__)
        1    0.000    0.000    0.000    0.000 geometry.py:295(Bevel)
        1    0.000    0.000    0.000    0.000 properties.py:125(NonVisualDrawingProps)
        1    0.000    0.000    0.000    0.000 geometry.py:257(Backdrop)
        1    0.000    0.000    0.000    0.000 table.py:226(MemberProperty)
        1    0.000    0.000    0.000    0.000 drawing.py:16(Drawing)
        1    0.000    0.000    0.000    0.000 pie_chart.py:54(PieChart)
       49    0.000    0.000    0.000    0.000 blocks.py:229(fill_value)
        1    0.000    0.000    0.000    0.000 datavalidation.py:157(DataValidationList)
        1    0.000    0.000    0.000    0.000 protection.py:55(__init__)
        7    0.000    0.000    0.000    0.000 posixpath.py:71(join)
        1    0.000    0.000    0.000    0.000 geometry.py:50(PositiveSize2D)
       25    0.000    0.000    0.000    0.000 shape_base.py:208(_arrays_for_stack_dispatcher)
        1    0.000    0.000    0.000    0.000 cache.py:228(OLAPSet)
        2    0.000    0.000    0.000    0.000 _collections_abc.py:675(get)
        1    0.000    0.000    0.000    0.000 cache.py:100(CalculatedMember)
       55    0.000    0.000    0.000    0.000 {built-in method builtins.next}
        1    0.000    0.000    0.000    0.000 scenario.py:14(InputCells)
        1    0.000    0.000    0.000    0.000 {built-in method _operator.eq}
        1    0.000    0.000    0.000    0.000 axis.py:51(Scaling)
        1    0.000    0.000    0.000    0.000 views.py:37(Selection)
       16    0.000    0.000    0.000    0.000 {method 'add' of 'pandas._libs.internals.BlockPlacement' objects}
        4    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
       16    0.000    0.000    0.000    0.000 book.py:850(handle_datemode)
        1    0.000    0.000    0.000    0.000 merge.py:43(__init__)
       19    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:948(_sanity_check)
        1    0.000    0.000    0.000    0.000 dimensions.py:294(boundaries)
        1    0.000    0.000    0.000    0.000 effect.py:290(PresetShadowEffect)
       17    0.000    0.000    0.000    0.000 _optional.py:50(_get_version)
        2    0.000    0.000    0.000    0.000 ElementTree.py:1724(close)
        1    0.000    0.000    0.000    0.000 views.py:13(ChartsheetView)
        1    0.000    0.000    0.000    0.000 print_settings.py:40(PrintSettings)
        1    0.000    0.000    0.000    0.000 table.py:41(TableStyleInfo)
       16    0.000    0.000    0.000    0.000 formatting.py:105(initialise_colour_map)
        1    0.000    0.000    0.000    0.000 web.py:15(WebPublishObject)
       75    0.000    0.000    0.000    0.000 sre_compile.py:453(_get_iscased)
       32    0.000    0.000    0.000    0.000 concat.py:174(__init__)
        1    0.000    0.000    0.000    0.000 geometry.py:579(ShapeStyle)
       18    0.000    0.000    0.000    0.000 range.py:320(dtype)
        9    0.000    0.000    0.000    0.000 sre_parse.py:258(getwhile)
        5    0.000    0.000    0.000    0.000 posixpath.py:334(normpath)
        1    0.000    0.000    0.000    0.000 area_chart.py:83(AreaChart3D)
        1    0.000    0.000    0.000    0.000 pie_chart.py:31(_PieChartBase)
        1    0.000    0.000    0.000    0.000 copier.py:4(<module>)
        1    0.000    0.000    0.000    0.000 dimensions.py:26(Dimension)
        2    0.000    0.000    0.000    0.000 warnings.py:165(simplefilter)
       17    0.000    0.000    0.000    0.000 parsers.py:3110(_check_decimal)
        1    0.000    0.000    0.000    0.000 text.py:263(TabStop)
        4    0.000    0.000    0.000    0.000 excel.py:51(__set__)
        1    0.000    0.000    0.000    0.000 fills.py:171(GradientFill)
        5    0.000    0.000    0.000    0.000 sorting.py:226(<listcomp>)
        1    0.000    0.000    0.000    0.000 colors.py:213(RGBPercent)
        1    0.000    0.000    0.000    0.000 rule.py:94(DataBar)
        5    0.000    0.000    0.000    0.000 manifest.py:147(find)
        5    0.000    0.000    0.000    0.000 manifest.py:57(__init__)
        1    0.000    0.000    0.000    0.000 geometry.py:276(Scene3D)
        1    0.000    0.000    0.000    0.000 pagebreak.py:11(Break)
        1    0.000    0.000    0.000    0.000 geometry.py:421(ConnectionSite)
       31    0.000    0.000    0.000    0.000 inspect.py:73(isclass)
        1    0.000    0.000    0.000    0.000 filters.py:310(AutoFilter)
        1    0.000    0.000    0.000    0.000 borders.py:33(Side)
        1    0.000    0.000    0.000    0.000 <string>:1(<module>)
        4    0.000    0.000    0.000    0.000 posixpath.py:100(split)
        5    0.000    0.000    0.000    0.000 relationship.py:62(__init__)
        1    0.000    0.000    0.000    0.000 print_settings.py:14(PageMargins)
        2    0.000    0.000    0.000    0.000 model.py:264(__init__)
        1    0.000    0.000    0.000    0.000 table.py:462(ConditionalFormat)
       16    0.000    0.000    0.000    0.000 book.py:843(handle_country)
       68    0.000    0.000    0.000    0.000 parsers.py:3042(_check_comments)
        1    0.000    0.000    0.000    0.000 shape_writer.py:3(<module>)
        2    0.000    0.000    0.000    0.000 array_ops.py:315(fill_bool)
       15    0.000    0.000    0.000    0.000 base.py:1213(_get_names)
        1    0.000    0.000    0.000    0.000 comments.py:4(<module>)
        1    0.000    0.000    0.000    0.000 cache.py:949(CacheSource)
        1    0.000    0.000    0.000    0.000 merge.py:1067(_maybe_coerce_merge_keys)
        1    0.000    0.000    0.000    0.000 api.py:23(FFI)
        1    0.000    0.000    0.000    0.000 text.py:301(AutonumberBullet)
        1    0.000    0.000    0.000    0.000 text.py:532(Paragraph)
       42    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
        2    0.000    0.000    0.000    0.000 views.py:43(__init__)
       17    0.000    0.000    0.000    0.000 parsers.py:3470(_clean_na_values)
        6    0.000    0.000    0.000    0.000 base.py:4168(<listcomp>)
        1    0.000    0.000    0.000    0.000 picture.py:114(PictureFrame)
       17    0.000    0.000    0.000    0.000 parsers.py:1553(_has_complex_date_col)
       17    0.000    0.000    0.000    0.000 parsers.py:2609(<dictcomp>)
        1    0.000    0.000    0.000    0.000 manifest.py:50(FileExtension)
       17    0.000    0.000    0.000    0.000 grouper.py:712(<genexpr>)
       10    0.000    0.000    0.000    0.000 zipfile.py:746(close)
        1    0.000    0.000    0.000    0.000 text.py:508(TextField)
        1    0.000    0.000    0.000    0.000 spreadsheet_drawing.py:182(TwoCellAnchor)
       16    0.000    0.000    0.000    0.000 book.py:1075(<listcomp>)
        1    0.000    0.000    0.000    0.000 filters.py:235(Filters)
        1    0.000    0.000    0.000    0.000 cache.py:848(RangeSet)
       16    0.000    0.000    0.000    0.000 {method 'sort' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 cache.py:303(TupleCache)
        1    0.000    0.000    0.000    0.000 axis.py:168(DisplayUnitsLabelList)
        2    0.000    0.000    0.000    0.000 inference.py:157(is_re_compilable)
        1    0.000    0.000    0.000    0.000 geometry.py:389(GeomRect)
        1    0.000    0.000    0.000    0.000 pivot.py:18(PivotSource)
        1    0.000    0.000    0.000    0.000 table.py:44(TableStyle)
        1    0.000    0.000    0.000    0.000 scenario.py:38(Scenario)
        1    0.000    0.000    0.000    0.000 array_ops.py:256(na_logical_op)
       17    0.000    0.000    0.000    0.000 {built-in method sys.getfilesystemencoding}
        1    0.000    0.000    0.000    0.000 text.py:612(TextNormalAutofit)
       34    0.000    0.000    0.000    0.000 parsers.py:2829(<genexpr>)
        1    0.000    0.000    0.000    0.000 data_source.py:66(NumData)
        4    0.000    0.000    0.000    0.000 __init__.py:38(__getattr__)
        1    0.000    0.000    0.000    0.000 page.py:123(PrintOptions)
        1    0.000    0.000    0.000    0.000 legend.py:22(LegendEntry)
        1    0.000    0.000    0.000    0.000 _3d.py:51(Surface)
       16    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
        1    0.000    0.000    0.000    0.000 table.py:488(Format)
        1    0.000    0.000    0.000    0.000 data_source.py:223(AxDataSource)
        1    0.000    0.000    0.000    0.000 axis.py:142(DisplayUnitsLabel)
        1    0.000    0.000    0.000    0.000 __init__.py:22(lxml_env_set)
        8    0.000    0.000    0.000    0.000 cast.py:1472(<genexpr>)
        1    0.000    0.000    0.000    0.000 dimensions.py:65(RowDimension)
        1    0.000    0.000    0.000    0.000 text.py:127(RichText)
       46    0.000    0.000    0.000    0.000 concat.py:128(is_nonempty)
        1    0.000    0.000    0.000    0.000 chartspace.py:95(Protection)
        1    0.000    0.000    0.000    0.000 cell_style.py:33(StyleArray)
        6    0.000    0.000    0.000    0.000 base.py:4159(<setcomp>)
        1    0.000    0.000    0.000    0.000 model.py:224(RawFunctionType)
       20    0.000    0.000    0.000    0.000 base.py:201(construct_from_string)
       17    0.000    0.000    0.000    0.000 parsers.py:3507(_clean_index_names)
        1    0.000    0.000    0.000    0.000 cache.py:691(FieldGroup)
        1    0.000    0.000    0.000    0.000 scenario.py:74(ScenarioList)
        1    0.000    0.000    0.000    0.000 geometry.py:239(Point3D)
        1    0.000    0.000    0.000    0.000 table.py:835(Location)
        1    0.000    0.000    0.000    0.000 connector.py:78(ConnectorShape)
        2    0.000    0.000    0.000    0.000 jdcal.py:67(gcal2jd)
        1    0.000    0.000    0.000    0.000 weakref.py:105(__init__)
        1    0.000    0.000    0.000    0.000 fields.py:296(DateTimeField)
        1    0.000    0.000    0.000    0.000 table.py:550(PageField)
        1    0.000    0.000    0.000    0.000 effect.py:18(TintEffect)
        4    0.000    0.000    0.000    0.000 concat.py:490(_is_uniform_reindex)
        1    0.000    0.000    0.000    0.000 properties.py:10(Outline)
        1    0.000    0.000    0.000    0.000 defined_name.py:167(DefinedNameList)
        1    0.000    0.000    0.000    0.000 table.py:65(XMLColumnProps)
        1    0.000    0.000    0.000    0.000 merge.py:33(MergeCells)
        1    0.000    0.000    0.000    0.000 cache.py:371(GroupMember)
       80    0.000    0.000    0.000    0.000 cell_style.py:29(__set__)
        1    0.000    0.000    0.000    0.000 effect.py:140(AlphaModulateFixedEffect)
        1    0.000    0.000    0.000    0.000 table.py:579(RowColItem)
        2    0.000    0.000    0.000    0.000 cell_style.py:172(__init__)
        1    0.000    0.000    0.000    0.000 workbook.py:51(ChildSheet)
        1    0.000    0.000    0.000    0.000 cache.py:447(GroupLevel)
        1    0.000    0.000    0.000    0.000 excel.py:100(_find_workbook_part)
        1    0.000    0.000    0.000    0.000 surface_chart.py:78(SurfaceChart3D)
        1    0.000    0.000    0.000    0.000 surface_chart.py:56(_SurfaceChartBase)
        1    0.000    0.000    0.000    0.000 stylesheet.py:118(_expand_named_style)
        1    0.000    0.000    0.000    0.000 geometry.py:408(AdjPoint2D)
        1    0.000    0.000    0.000    0.000 filters.py:88(IconFilter)
        1    0.000    0.000    0.000    0.000 effect.py:91(ColorChangeEffect)
        1    0.000    0.000    0.000    0.000 text.py:19(RichText)
        1    0.000    0.000    0.000    0.000 data_source.py:86(NumRef)
        1    0.000    0.000    0.000    0.000 connector.py:63(ConnectorNonVisual)
        7    0.000    0.000    0.000    0.000 sre_compile.py:432(_generate_overlap_table)
        1    0.000    0.000    0.000    0.000 graphic.py:137(GraphicFrame)
        1    0.000    0.000    0.000    0.000 smart_tags.py:12(SmartTag)
        1    0.000    0.000    0.000    0.000 merge.py:740(_maybe_restore_index_levels)
        1    0.000    0.000    0.000    0.000 text.py:146(Text)
        1    0.000    0.000    0.000    0.000 connector.py:44(NonVisualConnectorProperties)
        1    0.000    0.000    0.000    0.000 axis.py:364(SeriesAxis)
        1    0.000    0.000    0.000    0.000 header_footer.py:132(HeaderFooterItem)
       12    0.000    0.000    0.000    0.000 __init__.py:19(deprecated)
       14    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:561(_validate_hash_pyc)
       52    0.000    0.000    0.000    0.000 multiarray.py:1054(copyto)
        1    0.000    0.000    0.000    0.000 geometry.py:34(Point2D)
        1    0.000    0.000    0.000    0.000 data_source.py:50(NumVal)
        3    0.000    0.000    0.000    0.000 multi.py:1457(<genexpr>)
       15    0.000    0.000    0.000    0.000 functools.py:65(wraps)
        1    0.000    0.000    0.000    0.000 data_source.py:204(MultiLevelStrRef)
        1    0.000    0.000    0.000    0.000 cache.py:401(LevelGroup)
       10    0.000    0.000    0.000    0.000 zipfile.py:716(__init__)
        1    0.000    0.000    0.000    0.000 geometry.py:559(FontReference)
        1    0.000    0.000    0.000    0.000 text.py:473(RegularTextRun)
        1    0.000    0.000    0.000    0.000 page.py:150(PageMargins)
        1    0.000    0.000    0.000    0.000 __init__.py:38(defusedxml_env_set)
       40    0.000    0.000    0.000    0.000 enum.py:683(value)
        6    0.000    0.000    0.000    0.000 pagebreak.py:46(__init__)
        1    0.000    0.000    0.000    0.000 properties.py:106(NonVisualDrawingShapeProps)
        1    0.000    0.000    0.000    0.000 fields.py:214(Boolean)
        2    0.000    0.000    0.000    0.000 {method 'unique' of 'pandas._libs.hashtable.PyObjectHashTable' objects}
        1    0.000    0.000    0.000    0.000 named_styles.py:220(__init__)
        1    0.000    0.000    0.000    0.000 geometry.py:138(SphereCoords)
        1    0.000    0.000    0.000    0.000 generic.py:1424(_is_label_reference)
        1    0.000    0.000    0.000    0.000 _3d.py:74(_3DBase)
       38    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
        1    0.000    0.000    0.000    0.000 geometry.py:221(Vector3D)
